pair_id,job_id,cand_id,domain_category,job_title,job_requirements,job_description,job_address,desired_job,candidate_skills,candidate_work_exp,workplace_desired,human_role_score,human_skill_score,human_exp_score,human_loc_score,human_relevance,human_rationale
4257,JOB_60,CV_012,SAME_DOMAIN,Nhân Viên Kinh Doanh - Hồ Chí Minh,"- Tốt nghiệp Đại Học chuyên ngành: Kỹ thuật điện lạnh, quản trị kinh doanh.- Kinh nghiệm làm việc: ít nhất 5 năm vị trí tương đương (có kinh nghiệm trong ngành HVAC là lợi thế).- Thành thạo kỹ năng tin học: Word, Excel- Kỹ năng lãnh đạo, giao tiếp tốt.- Tiếng anh giao tiếp cơ bản.- Vui vẻ hòa đồng, nhiệt tình, năng động, nhạy bén, có tinh thần kỷ luật, có khả năng chịu áp lực cao trong công việc.","- Kinh doanh sản phẩm (Chiller, Cooling Tower, AHU, FCU), giải pháp hệ thống điều hòa không khí HVAC, Thiết bị điện công nghiệp của Mitsubishi- Lập kế hoạch phát triển doanh số và triển khai thị trường để đạt mục tiêu doanh số của ban.- Phân tích tìm hiểu xu hướng thị trường, đối thủ cạnh tranh.- Ch",Hồ Chí Minh,Chăm sóc khách hàng - Tư vấn,"Biết lắng nghe tiếp thu ý kiến của đồng nghiệp và cấp trênChăm chỉ, chịu khó tìm hiểu các vấn đề trong công việc và cuộc sốngTinh thần trách nhiệm trong công việcChịu được áp lực trong công việcHòa đồng, vui vẻ với đồng nghiệpTính cách hòa đồng, thích giao lưu học hỏi với mọi người xung quanh. Có kĩ năng làm việc nhóm tốt, có tinh thần trách nhiệm đối với công việc.",Dưới 1 năm,Hà Nội,,,,,,
3626,JOB_51,CV_020,SAME_DOMAIN,Nhân Viên QC Thời Trang,"- Kinh nghiệm: Ứng viên có kinh nghiệm tối thiểu 3 năm về nghiệp vụ liên quan.- Kiến thức cần thiết:+ Kiến thức về sản phẩm hàng thời trang đa dạng (dệt kim & dệt thoi)+ Kiến thức về quy trình sản xuất, hiểu về các công đoạn cấu thành sản phẩm- Kỹ năng chuyên môn:+ Có kiến thức am hiểu về sản xuất các loại trang phục thời trang nam/nữ/trẻ em+ Kỹ năng giao tiếp tốt, trao đổi vấn đề mạch lạc, tương tác công việc hiệu quả.+ Sử dụng được các phần mềm cơ bản: Office- Thái độ: Cầu thị, nhiệt tâm, cẩn thận, linh hoạt.",1.Kiểm soát chất lượng nguồn nguyên liệu nhập:- Kiểm soát chất lượng nguyên liệu đầu vào (nếu có)- Thông báo kịp thời các vấn đề liên quan đến chất lượng không đảm bảo của nguyên liệu sản xuất.2. Kiểm soát chất lượng hàng hóa trước khi đưa ra lưu thông:- Tiếp nhận thông tin đơn hàng từ nhân viên phụ,Hà Nội,Nhân viên lái xe hạng C,"- Đã có bằng lái xe B2, phù hợp với loại hình vận tải của doanh nghiệp - Hiểu rõ các quy tắc vận tải đối với hành khách và với hàng hóa - Nắm rõ luật giao thông và có thể đảm bảo sự tỉnh táo trong quá trình lái xe, đem đến mọi hành trình lái xe an toàn cho người và của.",5-10 năm,Hưng Yên,,,,,,
3708,JOB_52,CV_018,DIFFERENT_DOMAIN,Thực Tập Kế Toán Nhập Liệu,"Sinh viên đang theo học chuyên ngành kế toán, coi trọng công việc thực tậpTư duy logic tốt, kỷ luật cao, trung thực và chăm chỉƯu tiên các ứng viên có khả năng giao tiếp tốt",Nhập liệu hóa đơn bán hàng và báo có/báo nợ ngân hàng trên phần mềm kế toánCập nhật và theo dõi công nợ đơn giản Hỗ trợ lập hợp đồng/báo giá và các công việc hành chính cơ bản khác,Hà Nội,Nhân viên phụ xe - Bằng lái xe hạng C,"Giao tiếp tốt, thân thiện, cởi mở với mọi người Có khả năng chịu được áp lực cao đối với công việc chuyên chở hàng hóa Có thể kiểm soát cũng như quản lý tốt số lượng hàng hóa và đảm bảo ổn định chất lượng hàng hóa trong suốt quá trình vận chuyển Có bằng tốt nghiệp loại khá ngành Kinh tế Vận Tải trường Đại Học Giao Thông vận tải Có kinh nghiệm 3 năm hành nghề vận chuyển trang thiết bị nguyên vật liệu cho doanh nghiệp tư nhân thi công công trình. Khả năng lái xe giỏi, nhớ đường nhanh chóng Am hiểu các bộ luật quy định về giao thông Có khả năng gắn bó lâu dài với công việc",Trên 10 năm,Hà Nội,,,,,,
3616,JOB_51,CV_027,SAME_DOMAIN,Nhân Viên QC Thời Trang,"- Kinh nghiệm: Ứng viên có kinh nghiệm tối thiểu 3 năm về nghiệp vụ liên quan.- Kiến thức cần thiết:+ Kiến thức về sản phẩm hàng thời trang đa dạng (dệt kim & dệt thoi)+ Kiến thức về quy trình sản xuất, hiểu về các công đoạn cấu thành sản phẩm- Kỹ năng chuyên môn:+ Có kiến thức am hiểu về sản xuất các loại trang phục thời trang nam/nữ/trẻ em+ Kỹ năng giao tiếp tốt, trao đổi vấn đề mạch lạc, tương tác công việc hiệu quả.+ Sử dụng được các phần mềm cơ bản: Office- Thái độ: Cầu thị, nhiệt tâm, cẩn thận, linh hoạt.",1.Kiểm soát chất lượng nguồn nguyên liệu nhập:- Kiểm soát chất lượng nguyên liệu đầu vào (nếu có)- Thông báo kịp thời các vấn đề liên quan đến chất lượng không đảm bảo của nguyên liệu sản xuất.2. Kiểm soát chất lượng hàng hóa trước khi đưa ra lưu thông:- Tiếp nhận thông tin đơn hàng từ nhân viên phụ,Hà Nội,Nhân viên lái xe - Bằng Lái Xe Hạng B2,"- Có trình độ về tin học văn phòng, thành thạo sử dụng các trình duyệt, các phần mềm hỗ trợ cho việc lái xe, các phần mềm tính km di chuyển và phần mềm tính tiền. - Có thể giao tiếp tốt, nói năng lưu loát, nói tiếng phổ thông. - Có khả năng về ngoại ngữ, có thể giao tiếp được với người nước ngoài. - Có trách nhiệm với công việc được giao phó. - Sử dụng các thiết bị điều khiển trên xe một cách thành thạo.",3-5 năm,Hồ Chí Minh,,,,,,
144,JOB_02,CV_077,SAME_DOMAIN,HR Business Partner,"Tốt nghiệp đại học các chuyên ngành liên quan như kinh tế, quản trị, hành chánh, luật...Am hiểu sâu về Luật Lao động, Luật doanh nghiệp, Luật BHXH, Luật Công đoàn.Có ít nhất 3 năm kinh nghiệm trong công tác quản trị nhân sự và hành chánh. Ít nhất 1 năm kinh nghiệm ở vị trí tương đương.Kỹ năng lãnh đạo nhân viên; lập kế hoạch; giao tiếp tốtKỹ năng tổ chức và giám sát công việcKỹ năng phân tích, tổng hợp, làm báo cáo.Có khả năng chịu áp lực cao trong công việcTrung thực, chính trực, nhiệt tình công tác. Sáng tạo trong công việc","Xây dựng và thực hiện chiến lược nhân sự phù hợp với chiến lược kinh doanh tổng thể trong từng giai đoạn phát triển của Công ty.Giám sát và quản lý hệ thống đánh giá, thưởng phạt cho nhân viên.Hỗ trợ các nhu cầu kinh doanh thông qua việc tham gia phát triền và giưc chân lao độngXây dựng và quản lý k",Hồ Chí Minh,Nhân viên hành chính văn phòng,"- Chăm chỉ, cần cù, chịu khó - Kỹ năng giao tiếp tốt (điện thoại, email…) - Có khả năng thích nghi nhanh với môi trường làm việc - Có khả năng quản lý, sắp xếp khối lượng công việc lớn - Có khả năng làm việc dưới áp lực cao - Kỹ năng làm việc nhóm hiệu quả - Khả năng tìm kiếm giải pháp và lựa chọn các giải pháp tối ưu - Sử dụng thành thạo phần mềm Microsoft Word, Excel, Power Point … - Khả năng truyền đạt thông tin hiệu quả",Chưa có kinh nghiệm,Hồ Chí Minh,,,,,,
1497,JOB_21,CV_023,DIFFERENT_DOMAIN,Nhân Viên Kinh Doanh Tại Hà Nội,"- Ứng viên tốt nghiệp từ Trung cấp trở lên- Nhận cả nam và nữ giới. Không yêu cầu kinh nghiệm ( Ưu tiên ứng viên mới ra trường)- Ưu tiên người có kinh nghiệm sales trong mọi lĩnh vực- Chỉ cần chịu khó, chăm chỉ, hoạt bát, nhanh nhẹn.","- Chăm sóc data thông tin khách hàng sẵn có của công ty.- Tìm kiếm, mở rộng thị trường và thiết lập các mối quan hệ với khách hàng hoặc dự án.- Duy trì những quan hệ kinh doanh hiện có, nhận đơn đặt hàng. Thiết lập những mối quan hệ kinh doanh mới.- Thời gian làm việc: sáng từ 7h30-11h30, chiều từ 1",Hà Nội,Thực tập sinh Quản lý giáo dục,"- Trung thực, nhiệt tình, trách nhiệm. - Kỹ năng giao tiếp tốt (điện thoại, email…) - Có khả năng thích nghi nhanh với môi trường làm việc - Kỹ năng tổ chức và quản lý công việc hiệu quả - Có khả năng làm việc dưới áp lực cao - Kỹ năng làm việc nhóm hiệu quả - Khả năng nhận diện vấn đề nhanh - Kỹ năng soạn thảo văn bản, hợp đồng,… - Khả năng truyền đạt thông tin hiệu quả",Chưa có kinh nghiệm,Hà Nội,,,,,,
2066,JOB_29,CV_075,SAME_DOMAIN,Quản Lý Cửa Hàng Thời Trang,"- Nam,nữ độ tuổi từ 28-35 . Ngoại hình ưa nhìn. Có gu ăn mặc là một lợi thế- Có 2 năm kinh nghiệm quản lý lĩnh vực thời trang, bán lẻ- Khả năng sale tốt.","-Chịu trách nhiệm toàn bộ hàng hóa, nhân viên trong Showroom-Chịu trách nhiệm hàng hóa, doanh số trong showroom-Kiểm tra cách trưng bày hàng hóa sao cho bắt mắt và thường xuyên thay đổi.-Sắp xếp lịch làm việc cho nhân viên hàng tuần.-Có kế hoạch Chăm sóc khách hàng offline, online thường xuyên thúc ",Bắc Ninh,Nhân viên lái xe - Bằng Lái Xe Hạng C,"- Luôn đặt công việc làm ưu tiên hàng đầu trong cuộc sống - Có thể đi công tác xa nhà trong thời gian dài - Có khả năng ghi nhớ đường tốt, thành thạo các cung đường thuộc địa bàn mà công ty yêu cầu - Có am hiểu luật giao thông đường bộ và luôn chấp hành nghiêm chỉnh các quy định khi tham gia giao thông - Có khả năng quan sát kỹ các làn đường, tuyến đường, quan sát từ xa để giảm thiểu những rủi ro không đáng có - Có sức khỏe tốt để thực hiện được tất cả các công việc được giao phó như bốc dỡ hàng hóa khi thiếu người",3-5 năm,Hà Nội,,,,,,
119,JOB_01,CV_081,ADJACENT_DOMAIN,"Thực Tập Sinh Lập Trình (No-Code, Low-Code Platform)","Sinh viên năm 3, năm 4 hoặc sinh viên cao học năm 1, năm 2 chuyên ngành công nghệ thông tin.Thời gian làm việc từ thứ 2 đến thứ 6, thực tập đáp ứng tối thiểu 4 ngày/tuần.Những người quan tâm đến thị trường No-code và Low-code mới và muốn làm việc trong lĩnh vực này.Những người thích làm việc một cách hiệu quả, chủ động học hỏi trao dồi kiến thức ngành.Có laptop cá nhân.","Phối hợp với bộ phận lập trình No-code, Low-code phát triển các ứng dụng sử dụng nền tảng phát triển No-code, Low-code, thiết lập và xác định cấu hình hệ thống cho các yêu cầu riêng của từng khách hàng.Tạo trang web bằng Webflow, Shopify, Burble, Adalo, xây dựng trang website thương mại điện tử EC, ",Hồ Chí Minh,Phụ Tá Đa Khoa,"- Thân thiện và linh động trong mọi tình huống - Kỹ năng giao tiếp tốt (điện thoại, email…) - Dễ dàng hòa nhập với môi trường làm việc mới - Có khả năng quản lý, sắp xếp khối lượng công việc lớn - Khả năng tư duy sáng tạo. - Kỹ năng làm việc nhóm tốt. - Xử lý tình huống nhanh - Sử dụng thành thạo phần mềm Microsoft Word, Excel, Power Point … - Kỹ năng lãnh đạo tốt",Dưới 1 năm,Hồ Chí Minh,,,,,,
3611,JOB_51,CV_110,SAME_DOMAIN,Nhân Viên QC Thời Trang,"- Kinh nghiệm: Ứng viên có kinh nghiệm tối thiểu 3 năm về nghiệp vụ liên quan.- Kiến thức cần thiết:+ Kiến thức về sản phẩm hàng thời trang đa dạng (dệt kim & dệt thoi)+ Kiến thức về quy trình sản xuất, hiểu về các công đoạn cấu thành sản phẩm- Kỹ năng chuyên môn:+ Có kiến thức am hiểu về sản xuất các loại trang phục thời trang nam/nữ/trẻ em+ Kỹ năng giao tiếp tốt, trao đổi vấn đề mạch lạc, tương tác công việc hiệu quả.+ Sử dụng được các phần mềm cơ bản: Office- Thái độ: Cầu thị, nhiệt tâm, cẩn thận, linh hoạt.",1.Kiểm soát chất lượng nguồn nguyên liệu nhập:- Kiểm soát chất lượng nguyên liệu đầu vào (nếu có)- Thông báo kịp thời các vấn đề liên quan đến chất lượng không đảm bảo của nguyên liệu sản xuất.2. Kiểm soát chất lượng hàng hóa trước khi đưa ra lưu thông:- Tiếp nhận thông tin đơn hàng từ nhân viên phụ,Hà Nội,Giám sát an toàn thi công,"- Chăm chỉ, cần cù, chịu khó - Giao tiếp, ứng xử với mọi người tốt - Dễ dàng làm quen với môi trường mới - Kỹ năng tổ chức và quản lý công việc hiệu quả - Có thể chịu được công việc có nhiều áp lực - Làm việc độc lập và làm việc nhóm - Biết cách phân loại vấn đề diễn ra trong quá trình xử lý công việc - Thành thạo tin học văn phòng - Khả năng truyền đạt thông tin hiệu quả",3-5 năm,"Bến Tre, Tiền Giang",,,,,,
2038,JOB_29,CV_095,SAME_DOMAIN,Quản Lý Cửa Hàng Thời Trang,"- Nam,nữ độ tuổi từ 28-35 . Ngoại hình ưa nhìn. Có gu ăn mặc là một lợi thế- Có 2 năm kinh nghiệm quản lý lĩnh vực thời trang, bán lẻ- Khả năng sale tốt.","-Chịu trách nhiệm toàn bộ hàng hóa, nhân viên trong Showroom-Chịu trách nhiệm hàng hóa, doanh số trong showroom-Kiểm tra cách trưng bày hàng hóa sao cho bắt mắt và thường xuyên thay đổi.-Sắp xếp lịch làm việc cho nhân viên hàng tuần.-Có kế hoạch Chăm sóc khách hàng offline, online thường xuyên thúc ",Bắc Ninh,Nhân viên lái xe - Bằng Lái Xe Hạng B2,"- Có thể ghi nhớ tên cùng vị trí đường ngay cả khi mới đi qua 1 lần - Là người có tinh thần trách nhiệm cao, biết ưu tiên các đầu việc quan trọng để hoàn thành kịp tiến độ cấp trên yêu cầu - Là người siêng năng, chịu khó",5-10 năm,Hồ Chí Minh,,,,,,
3608,JOB_51,CV_117,SAME_DOMAIN,Nhân Viên QC Thời Trang,"- Kinh nghiệm: Ứng viên có kinh nghiệm tối thiểu 3 năm về nghiệp vụ liên quan.- Kiến thức cần thiết:+ Kiến thức về sản phẩm hàng thời trang đa dạng (dệt kim & dệt thoi)+ Kiến thức về quy trình sản xuất, hiểu về các công đoạn cấu thành sản phẩm- Kỹ năng chuyên môn:+ Có kiến thức am hiểu về sản xuất các loại trang phục thời trang nam/nữ/trẻ em+ Kỹ năng giao tiếp tốt, trao đổi vấn đề mạch lạc, tương tác công việc hiệu quả.+ Sử dụng được các phần mềm cơ bản: Office- Thái độ: Cầu thị, nhiệt tâm, cẩn thận, linh hoạt.",1.Kiểm soát chất lượng nguồn nguyên liệu nhập:- Kiểm soát chất lượng nguyên liệu đầu vào (nếu có)- Thông báo kịp thời các vấn đề liên quan đến chất lượng không đảm bảo của nguyên liệu sản xuất.2. Kiểm soát chất lượng hàng hóa trước khi đưa ra lưu thông:- Tiếp nhận thông tin đơn hàng từ nhân viên phụ,Hà Nội,Nhân viên lái xe hạng C,"- Thân thiện và linh động trong mọi tình huống - Kỹ năng giao tiếp linh hoạt, có khả năng thuyết trình và trình bày - Dễ dàng làm quen với môi trường mới - Kỹ năng lên kế hoạch, tổ chức sắp xếp công việc. - Khả năng chịu được áp lực công việc - Kỹ năng làm việc nhóm cũng như làm việc độc lập. - Khả năng tìm kiếm giải pháp và lựa chọn các giải pháp tối ưu - Kỹ năng tin học văn phòng thành thạo - Khả năng giải quyết vấn đề linh hoạt",5-10 năm,Bình Dương,,,,,,
2090,JOB_29,CV_053,SAME_DOMAIN,Quản Lý Cửa Hàng Thời Trang,"- Nam,nữ độ tuổi từ 28-35 . Ngoại hình ưa nhìn. Có gu ăn mặc là một lợi thế- Có 2 năm kinh nghiệm quản lý lĩnh vực thời trang, bán lẻ- Khả năng sale tốt.","-Chịu trách nhiệm toàn bộ hàng hóa, nhân viên trong Showroom-Chịu trách nhiệm hàng hóa, doanh số trong showroom-Kiểm tra cách trưng bày hàng hóa sao cho bắt mắt và thường xuyên thay đổi.-Sắp xếp lịch làm việc cho nhân viên hàng tuần.-Có kế hoạch Chăm sóc khách hàng offline, online thường xuyên thúc ",Bắc Ninh,Nhân viên lái xe hạng C,"- Sự hiểu biết và tính ham học hỏi - Giao tiếp, ứng xử với mọi người tốt - Khả năng thích ứng với công việc nhanh - Quản lý thời gian hiệu quả - Có khả năng làm việc dưới áp lực cao - Kỹ năng làm việc nhóm cũng như làm việc độc lập. - Xử lý tình huống nhanh - Kỹ năng tin học văn phòng thành thạo - Khả năng truyền đạt thông tin hiệu quả",5-10 năm,Bắc Giang,,,,,,
5037,JOB_71,CV_098,ADJACENT_DOMAIN,Nhân Viên Kế Toán Tổng Hợp,"- Tốt nghiệp Đại học chuyên ngành Tài chính, Kế toán- Nhanh nhẹn, thông minh, có trách nhiệm với Công việc- Kĩ năng tin học văn phòng tốt- Có kinh nghiệm 01 năm trở lên","- Theo dõi, kiểm tra, kiểm soát tính hợp lệ và chính xác của các chứng từ, hóa đơn.- Tổng hợp dữ liệu, chứng từ theo dõi chi phí của Công ty.- Quản lý và lưu trữ chứng từ, sổ sách kế toán khoa học, an toàn và đúng quy định.- Lập các báo cáo tổng hợp công nợ, báo cáo tài chính, báo cáo quản trị khác ",Hà Nội,HR,Thể thao Giao tiếp Giảng dạy Tư vấn,1-3 năm,Hà Nội,,,,,,
2047,JOB_29,CV_117,SAME_DOMAIN,Quản Lý Cửa Hàng Thời Trang,"- Nam,nữ độ tuổi từ 28-35 . Ngoại hình ưa nhìn. Có gu ăn mặc là một lợi thế- Có 2 năm kinh nghiệm quản lý lĩnh vực thời trang, bán lẻ- Khả năng sale tốt.","-Chịu trách nhiệm toàn bộ hàng hóa, nhân viên trong Showroom-Chịu trách nhiệm hàng hóa, doanh số trong showroom-Kiểm tra cách trưng bày hàng hóa sao cho bắt mắt và thường xuyên thay đổi.-Sắp xếp lịch làm việc cho nhân viên hàng tuần.-Có kế hoạch Chăm sóc khách hàng offline, online thường xuyên thúc ",Bắc Ninh,Nhân viên lái xe hạng C,"- Thân thiện và linh động trong mọi tình huống - Kỹ năng giao tiếp linh hoạt, có khả năng thuyết trình và trình bày - Dễ dàng làm quen với môi trường mới - Kỹ năng lên kế hoạch, tổ chức sắp xếp công việc. - Khả năng chịu được áp lực công việc - Kỹ năng làm việc nhóm cũng như làm việc độc lập. - Khả năng tìm kiếm giải pháp và lựa chọn các giải pháp tối ưu - Kỹ năng tin học văn phòng thành thạo - Khả năng giải quyết vấn đề linh hoạt",5-10 năm,Bình Dương,,,,,,
4972,JOB_71,CV_026,DIFFERENT_DOMAIN,Nhân Viên Kế Toán Tổng Hợp,"- Tốt nghiệp Đại học chuyên ngành Tài chính, Kế toán- Nhanh nhẹn, thông minh, có trách nhiệm với Công việc- Kĩ năng tin học văn phòng tốt- Có kinh nghiệm 01 năm trở lên","- Theo dõi, kiểm tra, kiểm soát tính hợp lệ và chính xác của các chứng từ, hóa đơn.- Tổng hợp dữ liệu, chứng từ theo dõi chi phí của Công ty.- Quản lý và lưu trữ chứng từ, sổ sách kế toán khoa học, an toàn và đúng quy định.- Lập các báo cáo tổng hợp công nợ, báo cáo tài chính, báo cáo quản trị khác ",Hà Nội,Nhân viên Chăm sóc khách hàng partime,"- Kỹ năng giao tiếp, thuyết phục khách hàng giỏi, giữ chân được khách hàng. - Khả năng nói tiếng Anh lưu loát và thành thạo, giúp khách hàng thêm tin tưởng. - Chăm chỉ và chịu khó, thường xuyên trau dồi các kiến thức và am hiểu nhu cầu của thị trường, tìm kiếm được nhiều khách hàng tiềm năng. - Thân thiện và hòa đồng với khách hàng, trò chuyện với khách hàng nhẹ nhàng, hòa nhã, ngay cả khi khách hàng khó tính và dùng lời lẽ không hay. - Có khả năng giữ được bình tĩnh, có trách nhiệm với công việc mà mình đang làm.",Chưa có kinh nghiệm,Quảng Nam,,,,,,
2097,JOB_29,CV_054,SAME_DOMAIN,Quản Lý Cửa Hàng Thời Trang,"- Nam,nữ độ tuổi từ 28-35 . Ngoại hình ưa nhìn. Có gu ăn mặc là một lợi thế- Có 2 năm kinh nghiệm quản lý lĩnh vực thời trang, bán lẻ- Khả năng sale tốt.","-Chịu trách nhiệm toàn bộ hàng hóa, nhân viên trong Showroom-Chịu trách nhiệm hàng hóa, doanh số trong showroom-Kiểm tra cách trưng bày hàng hóa sao cho bắt mắt và thường xuyên thay đổi.-Sắp xếp lịch làm việc cho nhân viên hàng tuần.-Có kế hoạch Chăm sóc khách hàng offline, online thường xuyên thúc ",Bắc Ninh,Nhân viên lái xe - Bằng Lái Xe Hạng C,"Có khả năng chu toàn công việc, siêng năng, tỉ mỉ Kỹ năng bảo dưỡng, sửa chữa xe tốt Am hiểu các kỹ thuật khó, mang tính chuyên môn cao Có khả năng quản lý công việc, từng nằm trong đội ngũ chuyên viên kỹ thuật về xe tải Có chứng chỉ đảm bảo kỹ thuật sửa chữa, bảo trì các phương tiện (ô tô, xe máy) Thân thiện, hòa đồng, cởi mở trong môi trường làm việc Khả năng công nghệ thông tin, tin học văn phòng ở mức độ trung bình - khá Có điều kiện, khả năng gắn bó lâu dài với công ty, doanh nghiệp",1-3 năm,Tuyên Quang,,,,,,
78,JOB_01,CV_012,ADJACENT_DOMAIN,"Thực Tập Sinh Lập Trình (No-Code, Low-Code Platform)","Sinh viên năm 3, năm 4 hoặc sinh viên cao học năm 1, năm 2 chuyên ngành công nghệ thông tin.Thời gian làm việc từ thứ 2 đến thứ 6, thực tập đáp ứng tối thiểu 4 ngày/tuần.Những người quan tâm đến thị trường No-code và Low-code mới và muốn làm việc trong lĩnh vực này.Những người thích làm việc một cách hiệu quả, chủ động học hỏi trao dồi kiến thức ngành.Có laptop cá nhân.","Phối hợp với bộ phận lập trình No-code, Low-code phát triển các ứng dụng sử dụng nền tảng phát triển No-code, Low-code, thiết lập và xác định cấu hình hệ thống cho các yêu cầu riêng của từng khách hàng.Tạo trang web bằng Webflow, Shopify, Burble, Adalo, xây dựng trang website thương mại điện tử EC, ",Hồ Chí Minh,Chăm sóc khách hàng - Tư vấn,"Biết lắng nghe tiếp thu ý kiến của đồng nghiệp và cấp trênChăm chỉ, chịu khó tìm hiểu các vấn đề trong công việc và cuộc sốngTinh thần trách nhiệm trong công việcChịu được áp lực trong công việcHòa đồng, vui vẻ với đồng nghiệpTính cách hòa đồng, thích giao lưu học hỏi với mọi người xung quanh. Có kĩ năng làm việc nhóm tốt, có tinh thần trách nhiệm đối với công việc.",Dưới 1 năm,Hà Nội,,,,,,
1023,JOB_14,CV_073,ADJACENT_DOMAIN,Content Marketing,"- Tốt nghiệp Cao đẳng/Đại học chuyên ngành Quản trị kinh doanh, Marketing, Ngôn ngữ,... và các khối ngành liên quan. - Tối thiểu 1-2 năm kinh nghiệm ở vị trí tương đương, đã từng làm việc trong lĩnh vực thời trang, làm đẹp là một lợi thế. - Tin học văn phòng.- Kỹ năng viết lách, sáng tạo nội dung, kỹ năng quản lý thời gian tốt - Đam mê và mong muốn phát triển lâu dài với nghề Content. - Nắm bắt xu hướng, chuyển động của mạng xã hội. - Biết các thủ thuật tăng like, views...cho các bài viết trên các kênh truyền thông của Công ty - Khả năng làm việc nhóm -Năng động, chủ động và cẩn trọng trong công việc","- Xây dựng, sáng tạo, quản trị nội dung (bao gồm viết nội dung, trình bày nội dung, ý tưởng về hình ảnh) trên Fanpages, Website, và các kênh truyền thông của Công ty.- Chịu trách nhiệm về các hoạt động Marketing/ Content và các hoạt động Branding khác liên quan đến các sản phẩm/nhãn hàng đảm nhiệm. ",Hồ Chí Minh,Nhân viên kinh doanh,"- Tin học văn phòng: sử dụng cácphần mềm word, excel, powerpoint - Khả năng giao tiếp tốt - Khả năng phân chia công việc,điều phối tốt - Khả năng giải quyết vấn đề khá nhanh. - Luôn chủ động trong công việc",Trên 10 năm,Bắc Ninh,,,,,,
1026,JOB_14,CV_001,DIFFERENT_DOMAIN,Content Marketing,"- Tốt nghiệp Cao đẳng/Đại học chuyên ngành Quản trị kinh doanh, Marketing, Ngôn ngữ,... và các khối ngành liên quan. - Tối thiểu 1-2 năm kinh nghiệm ở vị trí tương đương, đã từng làm việc trong lĩnh vực thời trang, làm đẹp là một lợi thế. - Tin học văn phòng.- Kỹ năng viết lách, sáng tạo nội dung, kỹ năng quản lý thời gian tốt - Đam mê và mong muốn phát triển lâu dài với nghề Content. - Nắm bắt xu hướng, chuyển động của mạng xã hội. - Biết các thủ thuật tăng like, views...cho các bài viết trên các kênh truyền thông của Công ty - Khả năng làm việc nhóm -Năng động, chủ động và cẩn trọng trong công việc","- Xây dựng, sáng tạo, quản trị nội dung (bao gồm viết nội dung, trình bày nội dung, ý tưởng về hình ảnh) trên Fanpages, Website, và các kênh truyền thông của Công ty.- Chịu trách nhiệm về các hoạt động Marketing/ Content và các hoạt động Branding khác liên quan đến các sản phẩm/nhãn hàng đảm nhiệm. ",Hồ Chí Minh,Nhân viên lái xe bằng D,"Có chí tiến thủ đối với công việc Có khả năng đi xa, đi dài ngày, sức khỏe đảm bảo tốt cho tính chất công việc vận tải Chăm chỉ, làm việc nhiệt tình, không quản ngại khó khăn, tinh thần trách nhiệm cao, chấp hành tốt các quy định mà công ty đề ra. Thông thạo luật giao thông, thạo đường xá Tích cực giải quyết các vấn đề liên quan đến công việc Có thể tăng ca ngoài giờ làm Kiểm tra, đánh giá cẩn thận các tuyến vận chuyển đã thực hiện, chủ động rút kinh nghiệm cho các công tác sau",Trên 10 năm,Bình Dương,,,,,,
1613,JOB_23,CV_064,ADJACENT_DOMAIN,Nhân Viên Đào Tạo,"- Linh hoạt, chủ động trong công việc- Kỹ năng thuyết trình, giải quyết vấn đề, làm việc theo nhóm và độc lập- Tốt nghiệp Đại học trở lên- Có thể sử dụng tốt powerpoint, canva...","- Lên lịch và tổ chức các lớp học, làm báo cáo tổng hợp đánh giá kết quả của các lớp học này có tham khảo ý kiến từ giảng viên và học viên- Quản lý cơ sở dữ liệu đào tạo, dữ liệu nhà cung cấp, thư viện tài liệu đào tạo- Trực tiếp thuyết trình trong các buổi đào tạo định hướng cho nhân viên mới của T",Hà Nội,Thực tập sinh kế toán,"- Có niềm say mê trong công việc - Giao tiếp, ứng xử với mọi người tốt - Khả năng thích ứng với công việc nhanh - Kỹ năng tổ chức và quản lý công việc hiệu quả - Chịu được áp lực cao trong công việc - Kỹ năng làm việc nhóm cũng như làm việc độc lập. - Khả năng tìm kiếm giải pháp và lựa chọn các giải pháp tối ưu - Thành thạo tin học văn phòng - Có tầm nhìn và sự quyết đoán",Chưa có kinh nghiệm,Hồ Chí Minh,,,,,,
