pair_id,job_id,cand_id,lf_skill,lf_sem,lf_exp,lf_role,lf_loc,y_prob,y_weak_consensus
8089,JOB_14044,CV_2069,-1,-1,-1,0,-1,0.00013742938756156384,0
8090,JOB_14044,CV_085,-1,-1,1,0,-1,0.002639631480061397,0
8091,JOB_14044,CV_2830,-1,-1,0,-1,-1,0.0007396380664553713,0
8092,JOB_14044,CV_1245,-1,-1,1,-1,-1,0.0015442935692705172,0
8093,JOB_14044,CV_2638,-1,-1,-1,0,-1,0.00013742938756156384,0
8094,JOB_14044,CV_1068,-1,-1,-1,0,-1,0.00013742938756156384,0
8095,JOB_14044,CV_2733,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8096,JOB_14044,CV_3949,-1,-1,1,-1,-1,0.0015442935692705172,0
8097,JOB_14044,CV_3685,-1,-1,-1,0,-1,0.00013742938756156384,0
8098,JOB_14044,CV_2380,-1,-1,1,0,-1,0.002639631480061397,0
8099,JOB_14044,CV_2313,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8100,JOB_9586,CV_1068,-1,1,-1,1,-1,0.006017180859498359,0
8101,JOB_9586,CV_611,-1,1,-1,0,-1,0.003181698906503991,0
8102,JOB_9586,CV_2441,-1,1,-1,0,-1,0.003181698906503991,0
8103,JOB_9586,CV_2718,-1,0,0,0,-1,0.01374087676851104,0
8104,JOB_9586,CV_2415,-1,0,1,-1,-1,0.016728886119059285,0
8105,JOB_9586,CV_2420,-1,1,0,1,-1,0.05283609976798728,0
8106,JOB_9586,CV_3647,-1,0,1,0,-1,0.02828921519950765,0
8107,JOB_9586,CV_2476,-1,1,1,-1,-1,0.034672065104421654,0
8108,JOB_9586,CV_634,-1,1,-1,0,-1,0.003181698906503991,0
8109,JOB_9586,CV_3133,-1,1,-1,1,-1,0.006017180859498359,0
8110,JOB_9586,CV_1015,-1,0,0,0,-1,0.01374087676851104,0
8111,JOB_9586,CV_2596,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8112,JOB_9586,CV_3500,-1,0,1,0,-1,0.02828921519950765,0
8113,JOB_9586,CV_2436,-1,1,1,1,-1,0.10439562230127407,0
8114,JOB_9586,CV_2977,-1,1,1,1,-1,0.10439562230127407,0
8115,JOB_9586,CV_3098,-1,1,1,0,-1,0.05790168407977278,0
8116,JOB_9586,CV_046,-1,0,0,1,-1,0.025743514038269317,0
8117,JOB_9586,CV_1085,-1,1,-1,1,-1,0.006017180859498359,0
8118,JOB_9586,CV_1971,-1,1,-1,1,-1,0.006017180859498359,0
8119,JOB_9586,CV_2749,-1,0,0,1,-1,0.025743514038269317,0
8120,JOB_9586,CV_116,-1,1,-1,1,-1,0.006017180859498359,0
8121,JOB_9586,CV_2392,-1,0,1,1,-1,0.05232559089768777,0
8122,JOB_9586,CV_1161,-1,0,1,1,-1,0.05232559089768777,0
8123,JOB_9586,CV_1138,-1,1,1,1,-1,0.10439562230127407,0
8124,JOB_9586,CV_1963,-1,1,0,1,-1,0.05283609976798728,0
8125,JOB_9586,CV_1355,-1,0,-1,0,-1,0.0015096485596628858,0
8126,JOB_9586,CV_251,-1,0,1,0,-1,0.02828921519950765,0
8127,JOB_9586,CV_216,-1,1,1,0,-1,0.05790168407977278,0
8128,JOB_9586,CV_2492,-1,1,1,0,-1,0.05790168407977278,0
8129,JOB_9586,CV_477,-1,1,1,-1,-1,0.034672065104421654,0
8130,JOB_9586,CV_622,-1,1,0,1,-1,0.05283609976798728,0
8131,JOB_9586,CV_2752,-1,1,1,1,-1,0.10439562230127407,0
8132,JOB_9586,CV_1252,-1,0,1,-1,-1,0.016728886119059285,0
8133,JOB_9586,CV_1785,-1,1,-1,0,-1,0.003181698906503991,0
8134,JOB_9586,CV_2380,-1,1,1,0,-1,0.05790168407977278,0
8135,JOB_9586,CV_1577,-1,1,-1,1,-1,0.006017180859498359,0
8136,JOB_9586,CV_3051,-1,0,1,0,-1,0.02828921519950765,0
8137,JOB_9586,CV_1682,-1,1,-1,0,-1,0.003181698906503991,0
8138,JOB_9586,CV_1078,-1,1,-1,-1,-1,0.0018618453328126804,0
8139,JOB_9586,CV_3547,-1,1,-1,1,-1,0.006017180859498359,0
8140,JOB_9586,CV_272,-1,1,-1,1,-1,0.006017180859498359,0
8141,JOB_9586,CV_1796,-1,1,0,1,-1,0.05283609976798728,0
8142,JOB_9586,CV_605,-1,0,-1,0,-1,0.0015096485596628858,0
8143,JOB_9586,CV_2766,-1,0,1,-1,-1,0.016728886119059285,0
8144,JOB_9586,CV_1325,-1,1,1,0,-1,0.05790168407977278,0
8145,JOB_9586,CV_1172,-1,0,1,-1,-1,0.016728886119059285,0
8146,JOB_9586,CV_1380,-1,1,1,0,-1,0.05790168407977278,0
8147,JOB_9586,CV_421,-1,1,0,1,-1,0.05283609976798728,0
8148,JOB_9586,CV_2953,-1,0,1,-1,-1,0.016728886119059285,0
8149,JOB_9586,CV_3733,-1,1,-1,0,-1,0.003181698906503991,0
8150,JOB_9586,CV_3962,-1,1,-1,0,-1,0.003181698906503991,0
8151,JOB_9586,CV_2991,-1,1,1,0,-1,0.05790168407977278,0
8152,JOB_9586,CV_964,-1,1,1,0,-1,0.05790168407977278,0
8153,JOB_9586,CV_085,-1,1,1,0,-1,0.05790168407977278,0
8154,JOB_9586,CV_884,-1,0,-1,1,-1,0.002859298785317209,0
8155,JOB_9586,CV_3075,-1,1,-1,1,-1,0.006017180859498359,0
8156,JOB_9586,CV_2965,-1,0,1,1,-1,0.05232559089768777,0
8157,JOB_9586,CV_3670,-1,1,-1,1,-1,0.006017180859498359,0
8158,JOB_9586,CV_1898,-1,1,1,1,-1,0.10439562230127407,0
8159,JOB_9586,CV_2615,-1,1,-1,1,-1,0.006017180859498359,0
8160,JOB_9586,CV_2514,-1,1,-1,0,-1,0.003181698906503991,0
8161,JOB_9586,CV_3738,-1,1,1,0,-1,0.05790168407977278,0
8162,JOB_9586,CV_1690,-1,1,0,0,-1,0.028572286214813686,0
8163,JOB_9586,CV_2579,-1,1,-1,0,-1,0.003181698906503991,0
8164,JOB_9586,CV_3727,-1,0,1,0,-1,0.02828921519950765,0
8165,JOB_9586,CV_2769,-1,0,0,1,-1,0.025743514038269317,0
8166,JOB_9586,CV_594,-1,0,1,1,-1,0.05232559089768777,0
8167,JOB_9586,CV_1517,-1,1,0,1,-1,0.05283609976798728,0
8168,JOB_9586,CV_1287,-1,1,1,-1,-1,0.034672065104421654,0
8169,JOB_9586,CV_2553,-1,0,1,1,-1,0.05232559089768777,0
8170,JOB_9586,CV_2877,-1,-1,1,1,-1,0.004994451571761179,0
8171,JOB_9586,CV_3782,-1,1,0,1,-1,0.05283609976798728,0
8172,JOB_9586,CV_3299,-1,1,-1,0,-1,0.003181698906503991,0
8173,JOB_9586,CV_2858,-1,1,1,0,-1,0.05790168407977278,0
8174,JOB_9586,CV_2537,-1,0,1,0,-1,0.02828921519950765,0
8175,JOB_9586,CV_3625,-1,1,-1,1,-1,0.006017180859498359,0
8176,JOB_9586,CV_3173,-1,1,1,0,-1,0.05790168407977278,0
8177,JOB_9586,CV_1480,-1,1,-1,0,-1,0.003181698906503991,0
8178,JOB_9586,CV_3145,-1,0,1,-1,-1,0.016728886119059285,0
8179,JOB_9586,CV_2294,-1,1,0,0,-1,0.028572286214813686,0
8180,JOB_9586,CV_246,-1,1,-1,1,-1,0.006017180859498359,0
8181,JOB_9586,CV_3090,-1,1,1,1,-1,0.10439562230127407,0
8182,JOB_9586,CV_3399,-1,1,1,1,-1,0.10439562230127407,0
8183,JOB_9586,CV_879,-1,1,1,1,-1,0.10439562230127407,0
8184,JOB_9586,CV_140,-1,0,-1,1,-1,0.002859298785317209,0
8185,JOB_9586,CV_929,-1,0,1,-1,-1,0.016728886119059285,0
8186,JOB_9586,CV_1618,-1,1,1,1,-1,0.10439562230127407,0
8187,JOB_9586,CV_2913,-1,0,1,0,-1,0.02828921519950765,0
8188,JOB_9586,CV_1795,-1,1,-1,0,-1,0.003181698906503991,0
8189,JOB_9586,CV_187,-1,0,1,1,-1,0.05232559089768777,0
8190,JOB_9586,CV_2445,-1,0,-1,0,-1,0.0015096485596628858,0
8191,JOB_9586,CV_028,-1,1,1,1,-1,0.10439562230127407,0
8192,JOB_9586,CV_388,-1,0,-1,0,-1,0.0015096485596628858,0
8193,JOB_9586,CV_3792,-1,1,0,-1,-1,0.01689829239252925,0
8194,JOB_9586,CV_601,-1,0,1,0,-1,0.02828921519950765,0
8195,JOB_9586,CV_2157,-1,0,-1,-1,-1,0.0008827918008007309,0
8196,JOB_9586,CV_2166,-1,0,-1,0,-1,0.0015096485596628858,0
8197,JOB_9586,CV_2541,-1,1,-1,0,-1,0.003181698906503991,0
8198,JOB_9586,CV_3094,-1,0,-1,0,-1,0.0015096485596628858,0
8199,JOB_9586,CV_869,-1,1,-1,1,-1,0.006017180859498359,0
8200,JOB_302,CV_3145,-1,-1,1,-1,-1,0.0015442935692705172,0
8201,JOB_302,CV_2749,-1,-1,0,1,-1,0.002396402946724275,0
8202,JOB_302,CV_3744,-1,-1,1,-1,-1,0.0015442935692705172,0
8203,JOB_302,CV_3173,-1,0,1,1,-1,0.05232559089768777,0
8204,JOB_302,CV_3670,-1,0,-1,1,-1,0.002859298785317209,0
8205,JOB_302,CV_3429,-1,-1,-1,-1,1,0.00040573633479455186,0
8206,JOB_302,CV_1287,1,0,1,-1,-1,0.2832010598158251,0
8207,JOB_302,CV_2024,-1,0,1,0,-1,0.02828921519950765,0
8208,JOB_302,CV_879,-1,0,1,1,-1,0.05232559089768777,0
8209,JOB_302,CV_3093,-1,0,-1,-1,-1,0.0008827918008007309,0
8210,JOB_302,CV_2327,-1,0,-1,1,-1,0.002859298785317209,0
8211,JOB_302,CV_3685,-1,0,-1,0,-1,0.0015096485596628858,0
8212,JOB_302,CV_3970,-1,-1,-1,1,-1,0.00026061368312641647,0
8213,JOB_302,CV_469,-1,0,1,0,1,0.12824728097545876,0
8214,JOB_302,CV_1517,-1,0,0,1,1,0.11779695264608223,0
8215,JOB_302,CV_2961,-1,0,0,1,-1,0.025743514038269317,0
8216,JOB_302,CV_1682,-1,0,-1,1,-1,0.002859298785317209,0
8217,JOB_302,CV_3098,1,0,1,0,-1,0.40336398430354964,0
8218,JOB_302,CV_046,-1,-1,0,1,-1,0.002396402946724275,0
8219,JOB_302,CV_2392,-1,0,1,1,1,0.21814771844744296,0
8220,JOB_302,CV_2550,-1,0,-1,1,1,0.014283223220999536,0
8221,JOB_302,CV_388,-1,-1,-1,0,1,0.0006940787367398552,0
8222,JOB_302,CV_216,-1,0,1,0,-1,0.02828921519950765,0
8223,JOB_302,CV_1632,-1,-1,1,-1,-1,0.0015442935692705172,0
8224,JOB_302,CV_1742,-1,0,1,0,1,0.12824728097545876,0
8225,JOB_302,CV_3789,-1,-1,1,0,-1,0.002639631480061397,0
8226,JOB_302,CV_722,-1,0,-1,1,-1,0.002859298785317209,0
8227,JOB_302,CV_3663,-1,0,1,1,-1,0.05232559089768777,0
8228,JOB_302,CV_2039,-1,0,1,1,-1,0.05232559089768777,0
8229,JOB_302,CV_2574,-1,-1,-1,1,1,0.0013155570174856266,0
8230,JOB_302,CV_2369,-1,-1,1,1,-1,0.004994451571761179,0
8231,JOB_302,CV_477,-1,0,1,-1,-1,0.016728886119059285,0
8232,JOB_302,CV_1636,-1,0,1,0,-1,0.02828921519950765,0
8233,JOB_302,CV_1138,-1,0,1,1,-1,0.05232559089768777,0
8234,JOB_302,CV_1161,-1,0,1,1,-1,0.05232559089768777,0
8235,JOB_302,CV_028,-1,0,1,1,-1,0.05232559089768777,0
8236,JOB_302,CV_1618,-1,1,1,-1,-1,0.034672065104421654,0
8237,JOB_302,CV_263,-1,-1,1,1,-1,0.004994451571761179,0
8238,JOB_302,CV_3299,-1,0,-1,0,-1,0.0015096485596628858,0
8239,JOB_302,CV_2991,-1,0,1,1,-1,0.05232559089768777,0
8240,JOB_302,CV_1795,-1,0,-1,0,-1,0.0015096485596628858,0
8241,JOB_302,CV_1577,-1,0,-1,1,-1,0.002859298785317209,0
8242,JOB_302,CV_2913,-1,0,1,0,-1,0.02828921519950765,0
8243,JOB_302,CV_1036,-1,1,1,-1,1,0.15361803787121434,0
8244,JOB_302,CV_2436,-1,1,1,1,-1,0.10439562230127407,0
8245,JOB_302,CV_251,-1,-1,1,0,-1,0.002639631480061397,0
8246,JOB_302,CV_160,-1,0,-1,-1,1,0.004445064433151091,0
8247,JOB_302,CV_140,-1,-1,-1,1,-1,0.00026061368312641647,0
8248,JOB_302,CV_1961,-1,0,1,0,-1,0.02828921519950765,0
8249,JOB_302,CV_661,-1,0,-1,0,-1,0.0015096485596628858,0
8250,JOB_302,CV_999,-1,0,-1,1,-1,0.002859298785317209,0
8251,JOB_302,CV_3478,-1,0,1,0,1,0.12824728097545876,0
8252,JOB_302,CV_1860,1,0,0,1,-1,0.38027475032094427,0
8253,JOB_302,CV_040,-1,-1,-1,1,-1,0.00026061368312641647,0
8254,JOB_302,CV_392,-1,-1,-1,1,-1,0.00026061368312641647,0
8255,JOB_302,CV_1781,-1,0,-1,1,-1,0.002859298785317209,0
8256,JOB_302,CV_1325,-1,0,1,0,1,0.12824728097545876,0
8257,JOB_302,CV_2294,-1,0,0,0,-1,0.01374087676851104,0
8258,JOB_302,CV_3923,1,0,1,1,-1,0.5618280036801903,1
8259,JOB_302,CV_1252,-1,0,1,-1,-1,0.016728886119059285,0
8260,JOB_302,CV_3474,-1,0,1,1,-1,0.05232559089768777,0
8261,JOB_302,CV_137,-1,0,0,0,1,0.06577288027095901,0
8262,JOB_302,CV_3625,-1,0,-1,1,-1,0.002859298785317209,0
8263,JOB_302,CV_3051,-1,-1,1,1,-1,0.004994451571761179,0
8264,JOB_302,CV_1792,-1,0,1,1,-1,0.05232559089768777,0
8265,JOB_302,CV_665,-1,-1,1,0,-1,0.002639631480061397,0
8266,JOB_302,CV_618,-1,0,1,0,-1,0.02828921519950765,0
8267,JOB_302,CV_3757,-1,0,-1,1,-1,0.002859298785317209,0
8268,JOB_302,CV_2584,-1,0,-1,1,-1,0.002859298785317209,0
8269,JOB_302,CV_3455,-1,-1,-1,1,-1,0.00026061368312641647,0
8270,JOB_302,CV_601,-1,-1,1,0,1,0.013197522239432963,0
8271,JOB_302,CV_2752,-1,0,1,1,-1,0.05232559089768777,0
8272,JOB_302,CV_2555,-1,1,-1,0,1,0.01587322249542733,0
8273,JOB_302,CV_2478,-1,-1,1,1,-1,0.004994451571761179,0
8274,JOB_302,CV_2033,-1,-1,1,0,-1,0.002639631480061397,0
8275,JOB_302,CV_929,-1,-1,1,-1,1,0.0077551622213322515,0
8276,JOB_302,CV_2830,-1,0,0,0,-1,0.01374087676851104,0
8277,JOB_302,CV_2553,-1,-1,1,1,-1,0.004994451571761179,0
8278,JOB_302,CV_2977,-1,0,1,1,-1,0.05232559089768777,0
8279,JOB_302,CV_3176,-1,0,0,-1,-1,0.0080762834495878,0
8280,JOB_302,CV_1690,-1,0,0,1,1,0.11779695264608223,0
8281,JOB_302,CV_594,-1,-1,1,1,1,0.024737444512838436,0
8282,JOB_302,CV_1355,-1,0,-1,0,-1,0.0015096485596628858,0
8283,JOB_302,CV_1810,-1,0,-1,1,-1,0.002859298785317209,0
8284,JOB_302,CV_3547,-1,0,-1,1,-1,0.002859298785317209,0
8285,JOB_302,CV_2402,-1,0,0,0,1,0.06577288027095901,0
8286,JOB_302,CV_2476,-1,0,1,-1,1,0.07916723666250709,0
8287,JOB_302,CV_2672,-1,0,1,-1,-1,0.016728886119059285,0
8288,JOB_302,CV_3200,-1,0,1,1,-1,0.05232559089768777,0
8289,JOB_302,CV_2313,-1,0,-1,-1,-1,0.0008827918008007309,0
8290,JOB_302,CV_3719,-1,0,-1,0,-1,0.0015096485596628858,0
8291,JOB_302,CV_3636,-1,0,-1,-1,-1,0.0008827918008007309,0
8292,JOB_302,CV_788,-1,-1,-1,0,-1,0.00013742938756156384,0
8293,JOB_302,CV_3015,-1,0,0,1,-1,0.025743514038269317,0
8294,JOB_302,CV_2732,-1,0,-1,1,-1,0.002859298785317209,0
8295,JOB_302,CV_1633,-1,-1,1,1,-1,0.004994451571761179,0
8296,JOB_302,CV_1151,-1,0,-1,1,-1,0.002859298785317209,0
8297,JOB_302,CV_1241,-1,0,1,0,-1,0.02828921519950765,0
8298,JOB_302,CV_1480,-1,0,-1,0,-1,0.0015096485596628858,0
8299,JOB_302,CV_3094,-1,-1,-1,1,-1,0.00026061368312641647,0
8400,JOB_2808,CV_3015,-1,-1,0,-1,-1,0.0007396380664553713,0
8401,JOB_2808,CV_3429,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8402,JOB_2808,CV_3543,-1,0,1,-1,-1,0.016728886119059285,0
8403,JOB_2808,CV_722,-1,0,-1,-1,-1,0.0008827918008007309,0
8404,JOB_2808,CV_046,-1,-1,0,-1,-1,0.0007396380664553713,0
8405,JOB_2808,CV_2392,-1,0,1,-1,-1,0.016728886119059285,0
8406,JOB_2808,CV_477,-1,0,1,-1,-1,0.016728886119059285,0
8407,JOB_2808,CV_3727,-1,-1,1,-1,-1,0.0015442935692705172,0
8408,JOB_2808,CV_538,-1,-1,1,-1,-1,0.0015442935692705172,0
8409,JOB_2808,CV_2550,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8410,JOB_2808,CV_2239,-1,0,1,-1,-1,0.016728886119059285,0
8411,JOB_2808,CV_2402,-1,0,0,-1,-1,0.0080762834495878,0
8412,JOB_2808,CV_884,-1,0,-1,-1,-1,0.0008827918008007309,0
8413,JOB_2808,CV_433,-1,0,0,-1,-1,0.0080762834495878,0
8414,JOB_2808,CV_3657,-1,0,1,-1,-1,0.016728886119059285,0
8415,JOB_2808,CV_605,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8416,JOB_2808,CV_2420,-1,0,0,-1,-1,0.0080762834495878,0
8417,JOB_2808,CV_3923,1,0,1,-1,-1,0.2832010598158251,0
8418,JOB_2808,CV_3094,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8419,JOB_2808,CV_2574,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8420,JOB_2808,CV_2379,-1,-1,1,-1,-1,0.0015442935692705172,0
8421,JOB_2808,CV_1161,-1,-1,1,-1,-1,0.0015442935692705172,0
8422,JOB_2808,CV_2732,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8423,JOB_2808,CV_3970,-1,0,-1,-1,-1,0.0008827918008007309,0
8424,JOB_2808,CV_1224,-1,0,-1,-1,-1,0.0008827918008007309,0
8425,JOB_2808,CV_2553,-1,0,1,-1,-1,0.016728886119059285,0
8426,JOB_2808,CV_3145,-1,-1,1,-1,-1,0.0015442935692705172,0
8427,JOB_2808,CV_2492,-1,0,1,-1,-1,0.016728886119059285,0
8428,JOB_2808,CV_3949,-1,0,1,-1,-1,0.016728886119059285,0
8429,JOB_2808,CV_2752,-1,-1,1,-1,-1,0.0015442935692705172,0
8430,JOB_2808,CV_869,-1,0,-1,-1,-1,0.0008827918008007309,0
8431,JOB_2808,CV_2253,-1,0,1,-1,-1,0.016728886119059285,0
8432,JOB_2808,CV_3757,-1,0,-1,-1,-1,0.0008827918008007309,0
8433,JOB_2808,CV_137,-1,0,0,-1,-1,0.0080762834495878,0
8434,JOB_2808,CV_2038,-1,1,-1,-1,-1,0.0018618453328126804,0
8435,JOB_2808,CV_1742,-1,0,1,-1,-1,0.016728886119059285,0
8436,JOB_2808,CV_1687,-1,-1,1,-1,-1,0.0015442935692705172,0
8437,JOB_2808,CV_2992,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8438,JOB_2808,CV_3474,-1,0,1,-1,-1,0.016728886119059285,0
8439,JOB_2808,CV_1068,-1,0,-1,-1,-1,0.0008827918008007309,0
8440,JOB_2808,CV_1963,-1,0,0,-1,-1,0.0080762834495878,0
8441,JOB_2808,CV_3722,-1,0,-1,-1,-1,0.0008827918008007309,0
8442,JOB_2808,CV_634,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8443,JOB_2808,CV_2953,-1,0,1,-1,-1,0.016728886119059285,0
8444,JOB_2808,CV_251,-1,0,1,-1,-1,0.016728886119059285,0
8445,JOB_2808,CV_1844,-1,-1,1,-1,1,0.0077551622213322515,0
8446,JOB_2808,CV_2723,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8447,JOB_2808,CV_2615,-1,0,-1,-1,-1,0.0008827918008007309,0
8448,JOB_2808,CV_1070,-1,0,1,-1,-1,0.016728886119059285,0
8449,JOB_2808,CV_611,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8450,JOB_2808,CV_1803,-1,0,-1,-1,-1,0.0008827918008007309,0
8451,JOB_2808,CV_080,-1,0,1,-1,-1,0.016728886119059285,0
8452,JOB_2808,CV_2869,-1,0,-1,-1,-1,0.0008827918008007309,0
8453,JOB_2808,CV_263,-1,1,1,-1,-1,0.034672065104421654,0
8454,JOB_2808,CV_1231,-1,0,1,-1,-1,0.016728886119059285,0
8455,JOB_2808,CV_337,-1,0,-1,-1,-1,0.0008827918008007309,0
8456,JOB_2808,CV_2961,-1,0,0,-1,-1,0.0080762834495878,0
8457,JOB_2808,CV_3789,-1,0,1,-1,-1,0.016728886119059285,0
8458,JOB_2808,CV_3200,-1,0,1,-1,-1,0.016728886119059285,0
8459,JOB_2808,CV_1355,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8460,JOB_2808,CV_1961,-1,0,1,-1,-1,0.016728886119059285,0
8461,JOB_2808,CV_3636,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8462,JOB_2808,CV_2177,-1,0,1,-1,-1,0.016728886119059285,0
8463,JOB_2808,CV_1325,-1,1,1,-1,-1,0.034672065104421654,0
8464,JOB_2808,CV_813,-1,1,1,-1,-1,0.034672065104421654,0
8465,JOB_2808,CV_1015,-1,-1,0,-1,-1,0.0007396380664553713,0
8466,JOB_2808,CV_040,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8467,JOB_2808,CV_879,-1,-1,1,-1,-1,0.0015442935692705172,0
8468,JOB_2808,CV_2596,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8469,JOB_2808,CV_2445,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8470,JOB_2808,CV_1807,-1,-1,1,-1,-1,0.0015442935692705172,0
8471,JOB_2808,CV_1632,-1,0,1,-1,-1,0.016728886119059285,0
8472,JOB_2808,CV_2489,-1,-1,0,-1,-1,0.0007396380664553713,0
8473,JOB_2808,CV_1993,-1,0,-1,-1,-1,0.0008827918008007309,0
8474,JOB_2808,CV_2979,-1,0,1,-1,-1,0.016728886119059285,0
8475,JOB_2808,CV_2415,-1,-1,1,-1,-1,0.0015442935692705172,0
8476,JOB_2808,CV_601,-1,0,1,-1,-1,0.016728886119059285,0
8477,JOB_2808,CV_924,-1,0,1,-1,-1,0.016728886119059285,0
8478,JOB_2808,CV_2672,-1,0,1,-1,1,0.07916723666250709,0
8479,JOB_2808,CV_1085,-1,0,-1,-1,-1,0.0008827918008007309,0
8480,JOB_2808,CV_3500,-1,0,1,-1,-1,0.016728886119059285,0
8481,JOB_2808,CV_028,-1,0,1,-1,1,0.07916723666250709,0
8482,JOB_2808,CV_3478,-1,0,1,-1,-1,0.016728886119059285,0
8483,JOB_2808,CV_2166,-1,0,-1,-1,-1,0.0008827918008007309,0
8484,JOB_2808,CV_1639,-1,-1,1,-1,-1,0.0015442935692705172,0
8485,JOB_2808,CV_3685,-1,0,-1,-1,-1,0.0008827918008007309,0
8486,JOB_2808,CV_1792,-1,0,1,-1,-1,0.016728886119059285,0
8487,JOB_2808,CV_3744,-1,-1,1,-1,1,0.0077551622213322515,0
8488,JOB_2808,CV_1480,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8489,JOB_2808,CV_469,-1,0,1,-1,-1,0.016728886119059285,0
8490,JOB_2808,CV_3670,-1,0,-1,-1,-1,0.0008827918008007309,0
8491,JOB_2808,CV_3753,-1,0,-1,-1,-1,0.0008827918008007309,0
8492,JOB_2808,CV_1151,-1,-1,-1,-1,-1,8.03182586734358e-05,0
8493,JOB_2808,CV_3051,-1,0,1,-1,-1,0.016728886119059285,0
8494,JOB_2808,CV_2015,-1,0,0,-1,-1,0.0080762834495878,0
8495,JOB_2808,CV_1494,-1,0,1,-1,-1,0.016728886119059285,0
8496,JOB_2808,CV_1287,1,0,1,-1,-1,0.2832010598158251,0
8497,JOB_2808,CV_3663,-1,-1,1,-1,-1,0.0015442935692705172,0
8498,JOB_2808,CV_1138,-1,-1,1,-1,-1,0.0015442935692705172,0
8499,JOB_2808,CV_1122,-1,0,1,-1,-1,0.016728886119059285,0
8500,JOB_10337,CV_3176,-1,0,0,-1,-1,0.0080762834495878,0
8501,JOB_10337,CV_2979,-1,0,1,0,-1,0.02828921519950765,0
8502,JOB_10337,CV_2207,-1,-1,1,0,-1,0.002639631480061397,0
8503,JOB_10337,CV_2877,-1,0,1,0,-1,0.02828921519950765,0
8504,JOB_10337,CV_2313,-1,0,-1,-1,1,0.004445064433151091,0
8505,JOB_10337,CV_046,-1,-1,0,0,-1,0.0012649722795961807,0
8506,JOB_10337,CV_2166,-1,-1,-1,0,-1,0.00013742938756156384,0
8507,JOB_10337,CV_1494,-1,0,1,0,1,0.12824728097545876,0
8508,JOB_10337,CV_3945,-1,-1,0,0,-1,0.0012649722795961807,0
8509,JOB_10337,CV_618,-1,1,1,0,1,0.23697590875267444,0
8510,JOB_10337,CV_272,-1,0,-1,0,1,0.007582239379063284,0
8511,JOB_10337,CV_028,-1,0,1,0,-1,0.02828921519950765,0
8512,JOB_10337,CV_813,-1,0,1,-1,1,0.07916723666250709,0
8513,JOB_10337,CV_1844,-1,0,1,0,-1,0.02828921519950765,0
8514,JOB_10337,CV_2537,-1,-1,1,0,-1,0.002639631480061397,0
8515,JOB_10337,CV_2380,-1,0,1,0,-1,0.02828921519950765,0
8516,JOB_10337,CV_2015,-1,0,0,-1,-1,0.0080762834495878,0
8517,JOB_10337,CV_3710,-1,0,1,0,-1,0.02828921519950765,0
8518,JOB_10337,CV_085,-1,0,1,0,-1,0.02828921519950765,0
8519,JOB_10337,CV_2991,-1,-1,1,1,1,0.024737444512838436,0
8520,JOB_10337,CV_388,-1,0,-1,-1,-1,0.0008827918008007309,0
8521,JOB_10337,CV_1639,-1,-1,1,0,-1,0.002639631480061397,0
8522,JOB_10337,CV_116,-1,0,-1,0,-1,0.0015096485596628858,0
8523,JOB_10337,CV_421,-1,0,0,0,-1,0.01374087676851104,0
8524,JOB_10337,CV_140,-1,-1,-1,0,1,0.0006940787367398552,0
8525,JOB_10337,CV_2445,-1,-1,-1,0,1,0.0006940787367398552,0
8526,JOB_10337,CV_1085,-1,0,-1,0,1,0.007582239379063284,0
8527,JOB_10337,CV_665,-1,-1,1,0,-1,0.002639631480061397,0
8528,JOB_10337,CV_532,-1,0,1,0,-1,0.02828921519950765,0
8529,JOB_10337,CV_3133,-1,0,-1,0,1,0.007582239379063284,0
8530,JOB_10337,CV_1138,-1,0,1,0,-1,0.02828921519950765,0
8531,JOB_10337,CV_3200,-1,0,1,0,1,0.12824728097545876,0
8532,JOB_10337,CV_1993,-1,0,-1,0,-1,0.0015096485596628858,0
8533,JOB_10337,CV_884,-1,-1,-1,0,-1,0.00013742938756156384,0
8534,JOB_10337,CV_2478,-1,-1,1,0,1,0.013197522239432963,0
8535,JOB_10337,CV_3299,-1,0,-1,0,1,0.007582239379063284,0
8536,JOB_10337,CV_3051,-1,-1,1,0,-1,0.002639631480061397,0
8537,JOB_10337,CV_2913,-1,0,1,0,1,0.12824728097545876,0
8538,JOB_10337,CV_2385,-1,0,-1,0,1,0.007582239379063284,0
